HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
60,116,93,92,48,44,599,0.21,0.39,0.61,3.67,1.92,1.04,1.95,2.88,0.98,0.51,1.84,0.38,0.97,1.0,1.0,1.01,0.96,0.99,1261,2.5,57.0,286.4,166,1.15,6983,64,Bad Dreams,Dark,Bug,Aura,Hisuian Sliggoo,1,0,1,1,1,5,12,5
76,60,89,98,72,50,611,0.14,0.32,0.54,0.43,1.98,2.06,0.51,1.97,1.04,1.01,0.02,4.0,2.01,1.0,0.5,1.0,0.25,0.45,2548,0.6,181.0,69.6,42,,5556,74,Chlorophyll; Effect Spore,Water,Grass,Wish,Alolan Meowth; Galarian Meowth,1,0,0,1,0,3,8,6
70,112,135,68,103,64,338,0.03,0.5,0.35,1.95,0.52,3.88,0.52,4.0,2.15,2.5,0.1,0.97,1.01,1.0,1.0,0.52,0.25,1.95,2214,2.1,1571.1,188.4,41,3.65,3948,196,Bulletproof; Fluffy; Run Away,Water,Ice,Spiny Armor,Own Tempo Rockruff,4,1,1,0,1,3,10,2
60,113,96,54,104,59,490,0.48,1.97,4.0,0.51,0.25,4.0,2.0,0.09,0.05,0.55,0.18,0.56,0.99,0.0,1.0,0.36,0.25,0.98,373,1.3,184.4,8.8,68,,25113,222,Available; Early Bird; Inner Focus; Scrappy,Fire,Ice,Ice Fin,Alolan Grimer,1,0,0,1,3,4,11,1
72,103,78,88,57,131,417,0.51,1.04,0.99,0.13,0.95,1.98,0.99,0.55,3.79,1.0,1.87,1.02,0.33,1.0,1.0,0.25,0.46,1.99,557,3.4,144.1,78.6,41,78.62,16774,5,Commander; Storm Drain,Dark,Water,Leaf,Galarian Slowpoke,1,1,0,0,0,5,8,4
77,70,114,96,73,54,298,0.57,2.02,0.55,0.98,0.49,0.4,1.0,1.05,0.0,0.99,0.4,0.51,0.54,2.0,1.0,1.91,1.84,1.93,1594,1.5,142.1,143.2,232,19.43,3712,4,Defiant; Inner Focus; Keen Eye,Steel,Fairy,Woodear,Meteor Form; Core Form,2,1,0,1,2,3,12,6
71,84,157,56,87,28,622,0.05,4.0,0.97,1.98,1.01,3.31,1.97,0.97,4.0,1.02,2.1,1.01,4.0,1.0,0.0,1.0,0.49,3.61,594,0.1,32.7,30.2,185,5.11,2571,104,Activates; Misty Surge; Misty Terrain; Not Available; Telepathy,Water,Ice,Tundra,Galarian Darumaka,4,1,1,0,3,6,15,6
53,55,52,57,94,35,334,0.51,4.0,0.55,0.47,2.03,0.96,0.54,0.48,0.53,0.97,0.97,0.56,0.99,2.0,0.0,0.49,0.97,0.52,621,3.6,83.1,375.0,69,49.66,5352,204,Moody; Sniper; Suction Cups,Flying,Steel,Butterfly,Galarian Slowpoke,5,1,1,0,3,5,15,2
51,68,82,69,126,36,328,0.5,0.25,0.25,0.0,0.27,0.53,0.44,2.13,0.05,4.0,0.12,0.32,0.96,1.0,1.8,0.5,1.93,1.0,389,1.1,69.4,19.3,186,41.87,5021,253,Guts; Inner Focus; Mold Breaker,Rock,Dark,Rendezvous,Mega Audino,2,1,1,0,3,6,11,3
72,108,148,44,61,76,630,0.5,2.1,1.02,0.07,1.0,3.95,4.0,3.18,1.96,0.47,0.38,4.0,0.47,0.1,1.8,0.98,0.34,1.02,5232,0.7,2067.9,59.1,250,,30720,76,Effect Spore; Poison Heal; Technician,Grass,Normal,Color Swap,Mega Venusaur,3,0,0,0,0,3,11,6
80,70,59,147,75,62,525,0.16,1.03,3.27,1.0,0.53,2.02,2.06,0.62,0.98,1.01,0.98,0.6,0.45,2.0,0.0,0.25,1.02,0.25,205,15.5,51.4,154.0,26,22.86,5095,338,Battle Armor; Defiant,Ghost,Water,Skunk,Hisuian Goodra,4,0,1,0,1,3,8,6
110,46,39,44,79,142,395,0.2,0.56,3.94,0.5,0.25,1.03,1.0,2.03,3.52,0.5,0.0,1.04,3.61,0.5,0.5,0.98,0.41,0.25,601,1.6,642.1,67.5,194,46.79,5517,229,Klutz; Limber; Run Away,Grass,Ground,Manipulate,Heat Rotom; Wash Rotom; Frost Rotom; Fan Rotom; Mow Rotom,5,1,1,0,1,5,13,3
50,82,57,46,100,36,502,0.0,0.99,0.55,1.01,1.0,2.86,3.78,0.0,2.09,1.03,0.57,1.04,4.0,1.0,2.0,1.03,0.48,1.9,1204,2.6,34.0,112.5,230,80.08,2988,194,Available; Quick Feet; Volt Absorb,Fairy,Ghost,Alloy,Hisuian Typhlosion,3,1,1,0,0,4,15,5
44,93,86,80,179,65,653,0.99,3.68,4.0,0.49,0.25,0.97,1.99,2.04,2.03,0.99,2.07,1.93,3.6,0.1,0.1,0.64,1.0,2.01,3718,2.8,565.5,10.0,74,50.4,2683,190,Aftermath; Soundproof; Static,Normal,Dragon,Skewer,Mega Mawile,1,0,0,0,0,3,9,6
72,54,61,87,105,34,231,0.03,1.97,0.99,1.86,0.98,4.0,1.97,0.54,0.58,3.56,1.91,0.46,1.86,2.0,0.1,0.5,0.52,0.45,1036,1.4,61.1,32.3,255,7.38,5220,19,Synchronize,Flying,Grass,Slacker,Red-Striped Form; Blue-Striped Form; White-Striped Form,1,1,0,1,0,5,9,1
38,133,183,100,67,34,585,0.5,2.02,0.53,2.02,2.03,0.47,0.97,4.0,1.01,1.94,1.91,1.89,2.0,1.0,0.4,1.01,1.01,0.98,3132,1.6,227.9,15.9,44,47.87,8702,184,Hunger Switch,Electric,Dark,Scorpion,Hisuian Qwilfish,3,1,0,0,0,6,6,4
74,50,71,49,160,66,459,0.98,1.03,0.52,0.96,2.92,0.42,1.04,2.17,2.06,0.95,2.02,0.25,0.96,0.4,1.0,0.25,1.01,0.49,487,20.3,1768.3,38.0,66,4.05,8127,109,Available; Storm Drain; Swift Swim; Water Veil,Psychic,Ground,Hard Shell,Hisuian Arcanine,5,1,0,0,3,4,8,6
63,53,61,66,96,86,405,0.48,0.98,3.37,4.0,0.53,3.37,2.06,1.86,4.0,2.22,0.99,3.77,1.01,1.0,0.0,0.51,1.92,0.98,557,0.8,19.9,7.4,3,,8581,48,Hustle; Serene Grace; Super Luck,Flying,Ice,Big Rock,Heat Rotom; Wash Rotom; Frost Rotom; Fan Rotom; Mow Rotom,5,0,0,1,2,4,9,5
41,89,40,104,88,47,484,1.0,0.99,1.0,0.18,4.0,0.46,0.26,0.52,0.5,1.0,1.01,0.98,1.0,0.0,2.0,1.97,1.01,0.99,1823,1.2,178.2,69.5,115,,18731,47,Gluttony; Hustle; Ripen,Ground,Steel,Iron Will,Mega Absol,9,1,0,0,3,8,15,1
83,69,116,55,85,46,438,0.49,2.01,0.25,4.0,1.01,0.25,0.0,4.0,0.39,1.96,1.03,0.44,1.01,1.0,0.4,2.02,0.25,1.02,245,7.6,190.9,13.9,42,51.21,30720,59,Available; Damp; Dry Skin; Effect Spore,Dragon,Ice,Tera,Alolan Rattata,1,0,0,0,2,8,16,3
171,140,47,57,114,86,261,0.54,0.96,2.07,0.55,0.96,0.53,1.99,4.0,1.99,2.03,1.84,2.15,0.99,1.9,0.0,0.48,1.01,1.96,408,0.8,332.9,602.2,96,21.3,7231,3,Hydration; Swift Swim,Ground,Flying,Turtle,Normal Form; Terastal Form; Stellar Form,8,0,0,1,1,2,7,4
90,129,77,54,66,114,488,0.51,1.94,1.01,1.96,0.99,0.46,0.12,2.17,0.05,0.34,0.98,1.01,0.51,1.0,0.5,1.87,0.25,0.99,4652,10.8,75.0,322.6,58,20.25,11368,218,Justified; Steadfast,Grass,Fighting,Terra Whale,Land Forme; Sky Forme,7,1,0,0,2,3,9,5
80,104,54,55,130,92,557,0.55,1.03,0.54,1.9,0.47,3.37,4.0,0.54,3.45,3.93,0.99,1.0,1.03,1.0,1.0,1.01,0.48,0.25,521,2.0,521.1,892.1,255,,7231,42,Chlorophyll; Effect Spore,Flying,Fairy,Cotton Bird,Ice Face; Noice Face,4,1,0,1,3,6,7,7
80,79,62,48,49,81,353,0.1,0.54,0.25,1.01,4.0,2.0,0.47,0.48,0.07,1.98,0.04,0.52,3.77,1.0,1.0,1.01,1.99,0.55,256,1.1,208.8,718.8,179,5.2,4861,45,Available; Defiant; Receiver,Steel,Normal,Item Drop,Mega Scizor,7,0,1,1,1,5,8,7
85,70,142,89,60,121,379,1.0,3.98,0.99,4.0,0.34,1.96,3.55,0.62,3.12,4.0,1.01,1.03,0.47,0.2,0.6,1.95,1.0,0.5,2242,1.2,147.5,21.1,119,84.94,8200,202,Tangled Feet; Screen Cleaner; Ice Body,Flying,Dragon,Starling,Hisuian Arcanine,6,1,0,1,0,1,6,4
75,88,71,120,64,100,550,0.16,0.44,0.73,1.01,1.03,1.02,1.98,1.03,1.0,2.04,0.44,3.85,0.46,0.0,0.4,2.12,0.99,0.57,211,1.3,145.2,203.5,59,4.49,30320,67,Clear Body; Purifying Salt; Sturdy,Ground,Ground,Meditate,Alolan Vulpix,5,0,1,0,0,9,8,3
58,76,126,57,105,106,638,1.0,1.04,0.25,0.0,3.82,0.48,0.48,0.51,2.05,0.99,0.99,0.98,0.99,1.0,1.0,0.54,0.25,1.0,859,0.3,358.7,111.7,39,3.62,12123,94,Poison Puppeteer,Dark,Water,Land Shark,Mega Pidgeot,4,1,0,1,0,2,9,5
88,124,40,65,97,48,544,0.52,0.36,3.36,3.86,3.59,0.59,3.53,3.66,3.63,1.0,0.0,0.36,1.92,0.1,2.0,1.01,2.09,2.04,234,2.9,462.6,149.8,245,5.46,4215,176,Transistor,Normal,Fighting,Fox,Alolan Meowth; Galarian Meowth,2,0,0,1,1,3,6,2
100,75,170,55,55,27,494,0.2,0.51,0.52,4.0,0.51,0.25,1.94,0.01,1.0,1.02,0.99,3.29,1.99,0.4,1.0,0.26,2.02,1.0,357,1.0,157.8,44.6,37,4.59,4916,251,Chlorophyll; Early Bird; Solar Power,Fire,Ghost,Irate,Mega Metagross,7,0,1,1,0,3,8,3
92,79,154,41,51,96,443,0.0,2.01,0.56,0.0,0.98,0.41,0.22,2.02,0.01,1.99,0.03,0.48,1.03,0.0,0.5,0.49,0.97,0.97,1601,0.7,344.1,200.0,114,22.33,8790,116,Battery,Poison,Water,Sea Lion,Mega Charizard X; Mega Charizard Y,2,0,0,0,3,3,9,7
152,103,106,64,58,54,489,0.51,1.97,4.0,0.98,0.25,2.0,1.98,1.9,4.0,0.52,0.12,2.19,0.38,0.5,1.9,0.25,0.55,1.94,163,0.2,212.4,68.1,255,50.91,19928,89,Ice Scales; Shield Dust,Ice,,Ice Chunk,Amped Form; Low Key Form,9,1,0,0,3,4,8,5
72,121,83,121,139,54,260,0.99,0.93,3.86,2.0,3.82,0.5,1.02,0.51,0.98,0.31,1.02,1.91,0.54,2.0,0.0,0.41,0.99,2.01,4914,1.2,1009.9,335.0,82,21.36,8686,188,Big Pecks; Keen Eye; Unnerve,Grass,Grass,Longevity,Full Belly Mode; Hangry Mode,3,1,1,1,2,6,16,3
79,46,82,47,61,109,524,0.05,1.06,2.02,3.6,4.0,0.46,1.96,0.18,3.87,1.96,0.57,0.56,0.48,0.0,2.0,0.25,0.46,0.57,434,2.5,69.7,0.1,33,88.14,6166,47,Clear Body; Purifying Salt; Sturdy,Water,Grass,Tiny Leaf,Hisuian Zorua,1,0,1,1,0,2,9,5
68,118,96,63,94,67,319,0.59,1.03,1.92,0.96,0.47,0.25,2.07,0.24,0.49,4.0,0.0,0.58,2.13,0.5,1.0,1.88,0.55,0.99,284,3.6,48.3,67.2,36,18.76,5457,67,Available; Inner Focus; Keen Eye; Pickpocket,Bug,Rock,Verdant,Alolan Ninetales,7,1,0,0,0,5,5,4
63,71,58,118,86,86,518,0.46,1.98,3.09,0.47,0.48,0.44,0.54,1.02,4.0,3.35,1.0,4.0,1.01,0.0,0.6,1.89,1.98,0.99,483,1.6,461.9,85.1,50,17.18,30720,710,Frisk; Toxic Chain,Steel,Ground,Bone Vulture,Mega Medicham,7,1,0,0,3,4,7,5
73,80,86,38,99,58,486,0.54,4.0,2.46,0.99,0.48,0.25,0.99,0.5,0.99,0.52,0.0,0.99,0.98,0.6,0.4,0.42,1.86,2.94,2164,0.2,114.2,20.4,3,21.96,28097,190,Alternate Rockruff Only; Keen Eye; Own Tempo; Special Ability; Steadfast; Vital Spirit,Fire,Grass,Mysterious,Mega Pidgeot,2,1,1,1,1,2,14,3
77,51,107,85,102,96,601,0.43,0.51,0.31,1.02,0.99,0.95,0.63,1.93,0.44,0.96,0.05,4.0,0.98,1.0,2.0,0.54,1.94,0.46,4590,0.4,152.3,10.0,3,4.82,13851,43,Available; Fluffy; Klutz; Unnerve,Rock,Steel,Electrified,Hisuian Braviary,3,0,1,0,1,3,8,5
142,87,42,93,38,107,512,0.02,0.42,0.53,1.01,0.36,0.44,0.38,2.1,4.0,0.97,0.0,0.25,3.03,1.0,1.0,0.49,0.25,0.54,134,16.7,2014.1,13.0,228,,7955,182,Early Bird; Run Away; Tangled Feet,Flying,Electric,Five Star,Hisuian Braviary,3,0,0,1,0,0,11,1
55,87,167,58,63,116,508,0.16,3.76,0.6,0.53,1.97,0.25,0.07,0.49,3.95,0.52,0.98,1.96,1.98,2.0,1.7,0.44,0.98,3.06,327,0.3,727.9,395.2,175,4.35,3341,16,Pickup; Skill Link; Technician,Ghost,Fairy,Donkey,Sunny Form; Rainy Form; Snowy Form,6,0,1,0,2,3,13,4
55,35,137,53,66,39,565,0.53,0.49,1.99,3.48,0.34,3.27,0.16,2.07,4.0,1.97,1.01,4.0,3.4,1.0,0.1,1.0,1.0,0.45,1109,20.7,46.5,184.9,189,85.35,16274,484,Gluttony; Overgrow,Water,Poison,Scorpion,Hisuian Decidueye,1,0,0,1,0,0,11,3
40,78,76,68,70,63,334,0.09,2.1,2.11,2.03,0.98,0.47,2.14,1.84,4.0,1.01,0.48,0.46,3.29,0.6,0.0,0.49,0.99,1.01,677,0.3,305.9,176.7,3,,3312,237,Infiltrator; Keen Eye; Own Tempo,Water,Ground,Stomach,Mega Altaria,1,0,0,0,0,3,12,3
141,99,71,97,230,82,593,0.0,1.02,0.43,0.03,1.94,0.49,1.98,1.02,3.03,0.97,1.0,2.02,0.98,1.0,1.0,0.99,1.92,0.49,2938,0.8,88.3,255.4,124,81.93,16235,48,Big Pecks; Hydration; Keen Eye,Ghost,Dragon,Tiny Bird,Galarian Weezing,8,0,0,0,0,3,12,1
162,78,105,91,117,79,413,0.51,3.12,2.12,2.78,0.25,2.02,0.28,0.3,0.98,0.97,0.48,4.0,4.0,2.1,1.9,1.93,2.15,0.25,717,0.9,85.3,79.0,254,88.14,9233,136,Hustle; Sand Rush; Volt Absorb,Fighting,Normal,Swollen,Mega Blaziken,4,1,0,0,2,3,9,6
68,51,101,60,74,42,692,1.0,4.0,4.0,0.99,1.04,0.94,3.99,1.04,0.0,1.88,1.01,0.51,1.03,1.0,1.0,1.0,0.47,0.97,472,5.5,1975.1,79.5,118,88.14,7519,104,Infiltrator; Speed Boost,Ghost,Fire,Two-Handed,Combat Breed; Blaze Breed; Aqua Breed,8,0,1,1,1,8,9,3
61,92,70,54,97,122,538,0.99,2.03,0.54,0.0,0.25,3.44,0.53,0.31,0.48,2.7,0.99,0.47,1.94,1.0,1.0,1.95,1.01,3.0,380,2.4,469.9,256.9,8,76.99,10376,45,Hustle; Moody; Sniper,Normal,Dragon,Hearing,Hisuian Goodra,3,0,0,1,0,4,10,5
38,121,203,50,95,67,405,1.0,0.53,0.34,0.46,0.29,0.44,0.5,1.01,1.02,1.94,0.46,1.02,1.0,0.5,1.9,0.46,1.0,1.94,48,2.5,84.5,850.3,52,78.27,30720,184,No Guard,Ice,Bug,Iron Will,Hisuian Goodra,4,1,0,0,0,1,12,2
73,117,95,110,122,31,429,0.14,1.0,0.54,0.05,0.99,0.55,4.0,1.01,1.01,0.48,0.48,3.52,1.96,0.1,1.0,0.25,0.54,0.48,167,25.7,318.7,750.6,52,2.84,10428,48,Run Away; Stakeout; Unburden,Dragon,Fire,Fresh Snow,Ordinary Form; Resolute Form,8,1,0,1,0,1,6,5
124,97,148,93,230,34,434,0.99,3.93,0.27,1.94,1.07,0.25,0.51,0.49,1.01,0.52,0.07,0.51,3.45,1.9,0.5,1.0,0.48,0.25,273,5.8,118.2,74.0,126,18.92,3705,73,Cheek Pouch; Pickup; Plus,Flying,Grass,Armor,Mega Beedrill,6,1,1,0,0,6,10,2
95,83,99,20,86,22,505,0.47,4.0,1.04,2.05,0.38,4.0,1.94,2.06,0.17,2.89,0.99,0.27,1.95,0.0,0.0,0.56,1.0,0.99,1418,0.3,243.3,117.2,79,82.04,5296,175,Pressure; Telepathy,Electric,Bug,Eyeball,White Kyurem; Black Kyurem,9,1,1,0,1,6,9,4
53,43,138,67,69,70,426,1.0,0.56,2.05,0.45,3.84,0.94,0.46,0.13,0.56,0.96,0.98,1.0,0.97,0.6,0.4,0.52,2.07,2.0,863,0.2,322.2,53.1,49,19.16,7163,37,Mold Breaker; Sand Force; Sand Rush,Ground,Fairy,Jewel,Two-Segment Form; Three-Segment Form,3,0,0,0,0,2,7,1
52,59,104,55,72,50,577,0.5,2.03,4.0,0.53,0.36,2.0,0.22,2.0,0.11,2.88,1.01,0.48,0.95,2.1,1.0,1.02,0.25,0.5,270,1.0,195.6,23.0,227,48.11,3373,241,Available; Cute Charm; Magic Guard; Unaware,Ghost,Fire,Tiny Leaf,Ash-Greninja,2,0,0,0,1,0,9,3
80,135,96,147,220,96,354,0.17,1.98,0.96,1.04,1.04,0.31,0.49,4.0,0.0,1.87,0.53,1.06,0.98,0.4,0.0,0.44,0.5,0.5,497,0.3,181.1,50.7,57,3.67,2331,61,Available; Clear Body; Sturdy,Flying,Ice,Gas,Hisuian Arcanine,7,1,1,0,1,6,12,4
94,127,88,56,100,107,591,0.99,3.76,0.25,1.0,0.53,0.52,0.51,1.02,3.24,3.65,1.0,0.58,3.13,1.0,1.9,0.45,0.98,2.0,294,1.5,13.0,154.3,3,2.46,3508,42,Available; Damp; Swift Swim; Water Absorb,Fighting,Electric,Turtle,Solo Form; School Form,3,1,1,0,2,8,11,6
108,84,50,35,84,66,442,0.58,1.0,1.0,0.44,2.03,0.47,1.96,3.97,3.62,1.02,0.17,0.58,3.59,0.1,0.0,0.98,1.02,0.47,386,4.7,252.7,80.5,16,21.18,3207,413,Chlorophyll; Sap Sipper; Serene Grace,Fairy,Ghost,Gulp,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,3,0,0,0,0,6,16,7
50,86,19,76,71,49,627,0.06,4.0,1.02,1.02,0.52,0.51,1.06,4.0,0.0,1.89,1.02,0.5,0.99,1.0,1.0,1.92,0.49,3.24,613,0.6,34.7,154.6,13,45.59,5322,689,Frisk; Insomnia; Pickup,Water,Fighting,Matcha,Alolan Muk,2,1,0,1,3,1,13,3
73,101,91,94,42,56,300,0.53,4.0,0.25,0.99,0.35,0.98,2.05,0.48,3.69,0.98,0.99,3.61,3.86,2.1,2.0,1.9,0.25,1.86,604,2.2,1268.0,106.5,10,,7228,120,Klutz; Rattled; Static,Dragon,Steel,Sea Slug,Alolan Raticate,3,1,0,1,0,4,9,3
35,126,100,55,54,31,672,1.0,2.02,4.0,0.0,1.05,0.39,1.9,0.6,1.94,0.99,1.87,0.57,0.49,2.1,0.0,0.98,0.48,0.47,168,2.6,557.5,83.4,244,78.82,6515,86,Slush Rush; Snow Cloak; Swift Swim,Ghost,Fighting,Wily,Full Belly Mode; Hangry Mode,4,0,1,0,2,0,13,5
56,87,83,49,95,66,413,0.01,4.0,1.01,0.48,4.0,0.46,0.55,2.12,3.59,3.17,0.5,0.51,1.06,0.4,0.5,0.99,1.99,0.25,331,1.4,49.2,119.9,25,4.94,8719,3,Available; Ice Body; Inner Focus; Moody,Normal,Dragon,Arrow Quill,Alolan Sandslash,6,0,1,1,1,3,9,4
60,89,146,90,125,64,506,0.0,0.44,3.91,0.55,0.25,0.56,2.03,0.46,0.2,1.98,0.4,2.09,3.55,1.0,1.8,0.78,0.25,4.0,3249,3.2,1484.9,22.6,112,22.75,30720,289,Ball Fetch; Rattled,Ghost,Grass,Frosted Tree,Alolan Grimer,4,0,1,0,2,0,9,3
45,76,48,46,76,89,635,0.52,1.02,0.59,2.03,3.57,0.39,1.89,0.48,4.0,1.02,0.05,3.55,2.04,0.5,1.0,0.53,1.0,1.93,2130,0.1,846.9,9.3,38,21.57,5183,43,Poison Touch; Pressure,Dragon,,Mount,Hisuian Avalugg,1,0,0,0,1,1,15,6
54,122,46,54,121,83,407,0.1,4.0,3.58,0.52,4.0,2.02,1.96,4.0,0.0,3.48,0.98,0.54,0.98,0.5,1.8,0.98,0.3,0.51,402,11.9,49.8,100.8,254,76.86,4988,68,Klutz; Own Tempo,Ground,Normal,Face,Full Belly Mode; Hangry Mode,4,1,0,0,0,3,10,7
96,61,79,38,157,94,533,1.0,1.03,0.56,1.92,0.54,1.94,1.95,1.02,3.74,1.96,1.01,0.47,1.02,0.0,1.0,0.98,0.52,0.48,514,4.1,584.7,29.6,78,,22981,238,Mirror Armor; Pressure; Unnerve,Bug,Grass,Arm Thrust,Mega Swampert,4,1,0,1,1,9,7,1
41,99,51,53,78,93,503,0.99,2.1,0.43,1.94,1.91,0.25,3.39,1.91,2.09,0.97,0.16,0.47,3.54,1.0,1.0,0.31,1.95,0.48,703,1.0,1051.2,664.8,103,4.18,5182,11,Activates; Grassy Surge; Grassy Terrain; Overgrow,Fighting,Fighting,Coral,Mega Glalie,6,1,1,1,0,10,9,3
79,113,88,81,61,71,515,1.0,0.98,2.03,0.03,0.37,3.64,0.57,2.07,1.0,1.01,1.0,0.43,2.02,0.0,1.0,2.08,2.05,1.87,2300,1.1,792.4,0.1,57,,3701,105,Big Pecks; Rivalry; Super Luck,Normal,Fighting,Tender,Ice Face; Noice Face,5,0,1,1,2,4,13,4
59,111,80,45,78,52,627,0.52,2.08,0.29,2.74,0.98,1.01,0.52,0.52,0.98,0.41,0.56,2.07,3.25,1.9,0.5,1.01,1.0,3.49,1612,0.4,108.6,235.5,178,53.31,30720,73,Chlorophyll; Effect Spore,Fairy,Psychic,Mole,Hisuian Voltorb,8,0,1,0,2,6,8,7
78,58,91,112,77,49,285,0.41,0.42,0.4,0.99,2.12,0.51,1.01,4.0,2.01,0.31,0.53,0.25,1.91,2.0,2.0,1.96,0.43,0.99,108,0.3,36.7,9.3,76,,5773,639,Intimidate; Run Away; Stakeout,Psychic,Grass,Star Shape,Hisuian Typhlosion,5,1,1,0,1,10,10,4
66,94,96,46,123,59,442,0.0,1.96,1.95,0.98,1.02,0.52,0.64,1.03,1.03,0.95,1.84,0.51,1.99,1.0,2.0,0.49,0.48,1.0,268,0.6,180.3,93.2,243,1.9,4376,225,Strong Jaw; Sturdy,Ice,Grass,Devious,Amped Form; Low Key Form,8,1,0,0,1,5,16,1
52,121,71,89,82,50,500,0.0,0.51,0.97,0.44,2.03,0.99,0.96,0.52,2.09,0.98,1.01,0.27,1.91,2.1,0.2,0.29,1.98,2.02,468,0.8,77.6,102.1,25,2.35,5488,37,Mold Breaker; Own Tempo; Pickpocket,Poison,Dark,Armor Bird,Alolan Marowak,4,0,1,1,2,9,12,4
58,89,46,89,118,90,462,0.57,2.01,4.0,0.45,0.46,3.3,1.06,0.22,1.99,0.42,0.53,0.5,0.98,2.0,1.0,0.25,0.99,3.56,345,6.2,278.6,355.0,190,,26465,11,Pressure; Telepathy,Fairy,Dragon,Paleozoic,Galarian Farfetch'd,5,1,0,1,1,8,13,1
78,151,123,67,58,131,398,0.54,0.41,1.06,0.51,3.66,0.5,0.54,2.05,3.92,0.41,0.01,0.53,1.03,2.0,0.1,0.52,2.15,1.02,84,1.0,233.4,545.7,84,88.14,4938,708,Protean; Torrent,Dark,,Emanation,Mega Scizor,5,0,0,0,3,3,14,3
85,64,178,77,55,146,448,0.0,0.63,1.95,1.96,1.94,0.47,0.19,0.56,1.95,3.84,0.04,0.55,3.48,2.0,0.5,0.99,0.48,3.04,2677,6.9,677.5,86.3,3,5.62,7513,85,Battle Armor; Keen Eye; Sniper,Poison,Fairy,Ball Whale,Galarian Slowpoke,1,0,1,1,2,3,13,4
19,60,87,50,108,67,571,0.0,0.63,0.98,0.01,0.25,0.55,0.58,1.01,2.01,0.5,1.0,1.0,1.02,0.5,1.0,0.99,1.88,1.02,2525,2.2,2021.6,151.4,4,5.79,5173,55,Cloud Nine; Oblivious; Own Tempo,Poison,Dragon,Order,Alolan Ninetales,4,0,1,1,2,11,6,6
254,51,75,90,203,53,521,0.99,2.04,1.01,0.45,3.66,0.25,1.96,1.04,0.18,0.37,1.98,0.48,1.88,0.0,1.0,0.25,0.97,0.25,768,1.7,1791.2,0.1,208,82.97,6486,193,Aftermath; Available; Flare Boost; Unburden,Bug,Ghost,Lava,Alolan Ninetales,9,0,0,1,3,3,13,4
103,40,56,118,74,73,433,0.54,0.55,0.41,0.0,0.26,0.25,0.54,3.48,1.02,1.96,0.0,1.01,1.02,0.1,0.4,1.9,1.95,2.08,153,0.7,35.5,916.0,50,76.86,4923,239,Early Bird; Harvest,Bug,Dark,String Ball,Galarian Rapidash,3,0,1,1,1,2,9,1
82,57,66,95,79,67,569,0.47,1.04,3.66,1.9,1.99,2.05,3.59,3.83,2.0,0.53,0.0,3.49,1.96,1.0,0.0,0.45,1.92,0.29,2457,0.1,197.2,731.8,87,2.75,7301,120,Disguise,Fire,Flying,Long Body,Galarian Articuno,8,0,0,1,1,3,16,6
49,110,99,74,97,105,329,0.22,1.91,0.51,2.05,0.32,0.45,1.95,0.31,0.0,0.53,2.01,1.88,1.05,0.6,0.4,0.43,0.29,1.02,651,8.8,1237.6,387.3,42,88.14,3797,3,Available; Sand Force; Sand Stream; Sturdy,Bug,Bug,Little Bird,Alolan Marowak,5,1,1,0,2,4,12,4
59,45,113,111,73,112,504,1.0,1.9,0.99,1.96,0.98,2.01,2.13,1.41,1.05,1.02,1.01,4.0,1.04,1.0,0.5,0.51,0.48,1.02,414,3.6,258.1,150.4,69,5.6,14639,125,Frisk; Swarm; Telepathy,Ground,Steel,Subterrene,Hisuian Voltorb,5,1,0,0,1,3,16,7
84,91,97,58,102,63,609,0.1,4.0,0.47,0.03,0.49,1.0,1.0,0.51,0.04,2.98,1.0,0.59,3.31,1.0,1.0,1.0,0.31,2.11,474,2.2,1630.4,222.7,57,,5808,21,Rattled; Slush Rush; Snow Cloak,Normal,Steel,Paradox,Land Forme; Sky Forme,6,0,0,0,3,5,14,5
30,56,64,83,129,83,319,0.51,3.92,1.01,3.76,3.29,1.0,0.0,0.49,2.11,3.58,1.0,0.57,1.02,0.6,0.2,0.99,1.99,3.9,427,2.7,100.9,136.1,238,77.7,5350,95,Aftermath; Available; Stench; Sticky Hold,Bug,Dragon,Sharp Claw,Mega Manectric,1,1,1,1,0,5,10,5
63,55,48,97,74,54,619,0.16,1.06,1.01,0.0,3.33,0.53,0.46,1.97,1.02,1.91,0.0,0.47,1.0,1.0,0.5,2.01,0.52,0.55,192,2.5,760.0,282.1,189,88.14,4109,42,Intrepid Sword,Normal,Water,Long Neck,,3,1,0,1,0,3,13,3
